Comments,Class
আমি অটোপাশের পক্ষে নয়; আমি চাই পরীক্ষা হোক কিন্তু বর্তমান এমন পরিস্থিতিতে পরীক্ষা নেওয়া কতটুকু যুক্তিক?,0
কোনো শিক্ষার্থী যদি এই করোনা ভাইরাসে আক্রান্ত হয় সেই দায় ভার কি শিক্ষা বোর্ড নিবে? চিকিৎসার যাবতীয় খরচ কি শিক্ষা বোর্ড বহন করবে? শিক্ষা বোর্ড চেয়ারম্যানের কাছে প্রশ্ন রইল।,0
একজন পরীক্ষার্থী পরীক্ষার মাঝখানে করোনাভাইরাসে আক্রান্ত হয়ে ও অসুস্থ হয়ে পড়ল তাহলে তার পরীক্ষাটাই নষ্ট হয়ে গেল তাহলে এই দায়ভার কে নেবে,0
আমরা পরীক্ষা দিতে রাজি কিন্তু কোনো শিক্ষার্থী বা তাদের অভিভাবক করোনা আক্রান্ত হলে তার দায়ভার কে নিবে?? শিক্ষা উপদেষ্টা??,0
"এইটা বেশি বারাবারি করতেছে।পোলাপানদের ঝুঁকির মধ্যে ফেলার চিন্তা। দেশের এরকম পরিস্থিতিতে পরিক্ষা দেওয়া সম্ভব না, কি বলো তোমরা...???",0
আহারে এটা মোটেই ঠিক হচ্ছে না। পরিক্ষা স্থগিত করলে কক্সবাজার গিয়ে কিছু ভিডিও বানাতে পারতো স্টুডেন্টরা করোনা তো ওখানে নাই। করোনা থাকে শুধু পরিক্ষার হলে।,0
তারেক রহমান সাহেবকে ভাল জানি কিন্তু উনি বিএনপির প্রতিদিনিকার এসব অপকর্ম একদমই না দেখার ভান করে থাকেন। কোন পদক্ষেপই চোখে পড়ে না।,0
বিএনপি আর আওয়ামী লীগ একই মানে কি বলব বলার ভাষা নাই জঘন্য।,0
এদের মধ্যে লোক নিয়ে বিএনপি ক্ষমতায় যেতে চায় এরা এখনো ক্ষমতায় যেতে পারিনি তার আগেই সাধারণ মানুষকে মারা শুরু করে দিয়েছে,0
সন্ত্রাসী যে দলের হোক না কেন তার বিচার কঠোরভাবে হওয়া উচিত কারণ সন্ত্রাসী কোন দল হতে পারে না,0
"কি একটা অবস্থা, ক্ষমতায় যাওয়ার আগেই যদি এরকম হয়, পরে যে কি করবে এরা আল্লাহই ভালো জানেন।",0
"কি আর বলব কিছুই বলার নাই, হয়ত আরও ১৫ বছর এর জন্য আমাদেরকে আবারও বন্দী হতে হবে।",0
"ক্ষমতায় না এসেই যে অবস্থা শুরু করছে, একবার চিন্তা করেন এরা ক্ষমতায় আসলে কি অবস্থা হবে আল্লাহ ভালো জানে।",0
এগুলো বিষয় না কোনো কত বড় বড় ঘটনাই কাজে আসেনা এগুলো তো এডিটিং বলেই চালাই দিবে,0
ওরা দিনকে দিন যে ভাবে অন্যায় অত্যাচার নির্যাতনের রাজনীতি শুরু করেছে রাষ্ট্র ক্ষমতায় যদি জনগণ তাদেরকে দেই তা হলে এই জাতির কপালে দুঃখ আছে।,0
৫ আগষ্টের পড়ে অনেক কিছু দেখলাম। প্রতিটি ঘটনা কেয়ামতের আলামত।,0
বর্তমান বিএনপি সহ তার অঙ্গসংগঠন সমূহ ইসলাম ও আলেম বিদ্বেষী এবং একইসাথে আওয়ামী ফ্যাসিবাদ ও ভারতীয় আধিপত্যবাদের সবচাইতে বড় দোসর এবং বর্তমানে বাংলাদেশের সবচেয়ে বৃহৎ চাঁদাবাজ ও সন্ত্রাসী সংগঠন।,0
এসব কুলাঙ্গারদের জন্যই বিএনপির ভবিষ্যৎ অন্ধকার।,0
অপরাধী কোন দলের হতে পারে না একজন বিএনপি'র ক্ষুদ্র কর্মী হিসেবে বলছি বিএনপি নামধারী এই কুলাঙ্গারের সর্বোচ্চ শাস্তির দাবি জানাচ্ছি।,0
এর পরও এদেশের মানুষ বিম্পি নামক সন্ত্রাসীদের ভোট দিবে। কারণ এদেশের মানুষ অশিক্ষিত।১০০ টাকার বিনিময়ে অযোগ্য লোককে নির্বাচিত করবে।।,0
বিএনপি সন্ত্রাসী দল এইটা আন্তর্জাতিক ভাবে স্বীকৃতি আছে আগে থেকে,0
এই জালিমদের ধ্বংস আরো ভয়ংকর রূপে হবে,0
এসব জুলুমের দৃষ্টান্তমূলক শাস্তির ব্যবস্থা করা হোক,0
"এর সাথে ১৩/১৪ বছরের মিয়েক কেমনে নিজের মা বাবা বেঁচে থাকতে বিয়ে দিতে চায় , কেউ দিবে না, শেষে তার বাবাকেই মারলো🥲",0
সেচ্ছাসেবক দলের সাধারণ সম্পাদক এদের দ্বারা এমন নৃশংস ঘটনা ঘটানো সম্ভব। বিএনপি কি এর দায় ভার নিবে??,0
তারেক রহমান কি করে??নিজ দলকে কন্ট্রোল করতে না পারলে দল চালানোর কি দরকার।,0
চিন্তা করা যায় মানুষ কি আর মানুষ আছে,0
আমাদের বগুড়ায় তো এসব ছিল না। এসব কে করাই তাদের কে করতাছে এদের আয়েনের আওতায় আনার অনোরধ করি পশাশোনের কাছে অনুরোধ করছি,0
আল্লাহর লানত পড়ুক জালেমের উপর,0
যালিমের বিচার হয় না এই দেশে,0
জনগণের এখন সময় এসেছে নির্বাচনের মাধ্যমে দেশকে কার হাতে তুলে দিবেন দেশটা আমাদের সকলের,0
ছাত্ররা দেশ স্বাধীন করছে এখন সবকিছু করতে পারবে,0
"আসামি ধরছে বড় কথা নয়,,,আসামী কবে খালাস দিবেন সেটা বলেন,, আসামি ধরার নামে নাটক বন্ধ করেন,,,",0
"ইরান ধংস করে ইসরায়েলের সাধারন ঘরবাড়ি। আর ইসরায়েল ধংস তরে ইরানের নেতা, প্রধানগন, বিজ্ঞানী, বড়বড় স্থাপনা। ইসরায়েলের টার্গেট মিস হচ্ছে না।",0
শিয়াদের পরাজয় নিশ্চিত। আগে আকিদা ঠিক করে সুন্নি আইনে ফিরে আসুক। পৃথিবীতে ইরানের শিয়া বিপ্লব ঘটানোর চক্রান্ত ধ্বংস করতে আল্লাহ ইসরায়েলকে দিয়ে হামলা করাচ্ছে।,0
তৃতীয় বিশ্বযুদ্ধ লোডিং..... আপনি চান বা না চান তুফান আপনার কাছে পৌঁছাবেই —ইয়াহয়া সিনওয়ার,0
আজ রাতেও মধ্যেই ইরানকে পারমাণবিক অস্ত্র দেখাতে হবে সেটা কিভাবে দেখাবে তা খামেনি জানে নয়তো ইজরায়েল খেয়ে দিবে👏👏👏,0
গটনা হয়েছে ইসরায়েলে আর গ্যাসের দাম বাড়িয়ে দেবে বাংলাদেশে এটাই বাংলাদেশ,0
কাম সারছে এবার বাংলাদেশে গ্যাস এর দাম বেড়ে যাবে,0
ইহুদী থেকেও বড় বড় জাতি ছিলো তারা আর নেই আল্লাহ তায়ালা দুনিয়া থেকে উঠায় নিয়েছেন এদেরও নেবেন কোন সন্দেহ নেই আজ হোক বা কাল🙂,0
"ই’রা’নে ১ঘন্টায় ই'স'’রা'ই'লের ১০টি আমে’রিকান যু'’দ্ধবি'মান ভূ’পা'তিত,পাইলট নি'’খোঁ'জ",0
"ইসরায়েল নিশ্চিহ্ন হবে এবার, ইনশাআল্লাহ। ইরানের জন্যে শুভ কামনা রইলো",0
"জ*ঙ্গি রাষ্ট্র ইসরায়েলকে পৃথিবীর মানচিত্র থেকে মুছে ফেলার জন্য ইরানকে পরিপূর্ণ শক্তি দান করার জন্য আল্লাহর কাছে ফরিয়াদ করছি, ❤️",0
পুরাতন নিউজ। আগুন অনেক আগেই ইরান নিয়ন্ত্রণে এনেছে,0
"তারপরও চাইয়া চাইয়া দেখ, ইসরাএল কি করে, নাহ আর এই যুদ্ধ দেখতে ভাল লাগছে না, একপেশে হয়ে গেছে",0
"৬০% ইউরেনিয়াম হইছে, এটা দিয়ে কি ২/৪ টা ও পারবে না পারমাণবিক বোমা বানাইতে ইরান?????",0
কারন এই যুদ্ব দিয়ে মনে হচ্ছে ইরান কে শেষ করার প্ল্যান করছে আমেরিকা ইজরাইল😥😥 ইরান এতদিনে অন্ততপক্ষে ২টা পারমাণবিক বোমা বানানোর দরকার ছিলো।,0
"ইজরায়েলের হামলা গুলা সব পরিকল্পনা মাফিক এবং অত্যন্ত ভয়ংকর, ক্ষতিকারক,,বিপরীতে ইরানের হামলা শুধু মাত্র মুখ রক্ষা করা মাত্র অই ২/৩ টা ভবন গুড়িয়ে দিয়েই শেষ",0
"কিন্তু ইজরায়েল ওদের যা করে দিচ্ছে ইরানের ঘুরে দাড়াতে অনেক দেরী হবে এমনকি ইরানের আরো অনেক বড় হামলা হতে পারে তেমনই দেখছি,,,",0
"কিছু কিছু আলহামদুলিল্লাহ বলতাছে, আমি বুজলাম না এরা মুসলিম নাকি কাফির কোনটা,",0
হয়তো আমাদের বেশি ক্ষতি হবে। শাহাদাতের চেয়ে উত্তম আর কি হতে পারে?,0
ইজরায়েল আমেরিকা ‌উপর আল্লাহর গজব পড়লো বেশি দেরি নাই ইনশাআল্লাহ,0
"এই লাইনে হয়তো কোনদিন যাবো না। কিন্তু এত সুন্দর গাইডলাইন , যে আমার মনে হয় এই ধরনের ভিডিও দেশের প্রতিটা কলেজ-ইউনিভার্সিটি পড়া ছেলের দেখা উচিত।",0
বাংলাদেশ। এটা একটা দেশ।এ দেশে গুনী মানুষের কদর নেই।এ দেশে জনগনের নিরাপত্তা নেই।এদেশে ছাত্ররা নিরাপদ নয়।,0
স্পিকার এর সাবলীলতা আসলেই প্রশংসনীয় 🎯,0
এর পরিবারকে উচিৎ শিক্ষা দেওয়া দরকার। কতোটুকু বাচ্চা কিভাবে হাতছারা করে?,0
পুলিশ ভাইয়াদেরকে সেলুট দোয়া রইল পটুয়াখালী বাঁশি থেকে,0
পুলিশের জিজ্ঞাসা পদ্ধতি ঠিক ছিলো না।তিনি পুলিশের মতো আচরণ করেছেন।,0
পিতা মাতার উচিৎ ছিল একটি পরিচয় পত্র কার্ড তৈরি করে তার গলায় রাখবেন যোগাযোগের জন্য তার নাম সহ পূর্ণ ঠিকানা থাকবে।,0
"যদি বলা হয় তোমার ঠিকানা কি তাহলে বাচ্চা বলতে পারেনা,",0
মেয়েটাজেন তাড়াতাড়ি ওর পরিবারের কাছে ফিরে যেতে পারে,0
"মাশাআল্লাহ কি সুন্দর জায়গা।সত্যি শান্তি খুঁজে বেড়ালেই তো শান্তি পাওয়া যায় না, হয়তো বা ক্ষনিকের জন্য শান্তি পাওয়া যায় কারণ এটা পৃথিবী।",0
কোথায় গেলে শান্তি পাই বলতে। শান্তি পেতে হলে রবের কাছে আস্তে হবে। আর রবের কাছে না আসি রবের সৃষ্টিতে শান্তি খুজে বেড়ালে শান্তি পাবেন না।,0
সাজেকে গিয়ে এমন দেখেছি। আভা গুলোর কাছে গেলে মনে হয় যেন তুষার বৃষ্টি হচ্ছে,0
ভাই পুরো লোকেশন টা দিয়েন। একটা বার চায়না গিয়েছি বাট সময় অল্প ছিল ভালো করে ঘুরতে পারি নাই। তবে চায়না প্রাচীর টা অনেক ভালো লাগছে।,0
টাকা তাকলে সময় তাকে না সময় তাকলে টাকা তাকে না 💔 এসব উপভোগ করার স্বপ্ন স্বপ্নই রয়ে গেল।,0
আলহামদুলিল্লাহ জীবনে প্রথম বার ৩০ টি রোজা সূম্পর্ণ করছি তাও আমেরিকার মতো দেশে এসে❤️আসলে কোন জায়গায়ই খারাপ না আমরাই ভুলে যাই আমাদের কি করা উচিত। আসলে জীবন বৈচিত্র্য ময়🥲,0
"ইজরায়েলের চোখে চোখ রেখে কথা বলার একমাত্র দেশ সেটা হলো ইরান,, মন ভরে দোয়া রইলো,, ইরানের জন্য,🖤",0
একদম সত্যি কথা বলার জন্য আপনাকে ধন্যবাদ,0
আল্লাহ তুমি সহায় হও মুসলিমের জন্য... যেমন করে ফেরাউনকে ধ্বংস করেছো তারি হাতে লালিত পালিত মূসা(আঃ) দিয়ে..ঠিক তেমন করে ইয়াহূদেরকেও শেস করে দাও তাদের ঘরের মানুষকে দিয়ে,0
ধ্বংস হোক যুক্তরাষ্ট্রের কর্তৃত্ব আল্লাহ ইজরাইল কে নিশ্চিহ্ন করে দাও,0
"নেটানেয়াহু তার নাগরিগদের দেশত্যাগে নিষেধাজ্ঞা দিয়েছে, কিন্তু ভিতু সেটলাররা এভাবে নৌকাযোগে পালাচ্ছে।",0
"মাত্র কয়টা দিন বাঙ্কারে থাকা লাগছে , তাতেই তাদের কাছে জীবন দুর্বিষহ লাগছে। গাযায় আমাদের ভাই বোনেরা ২০ মাস এরচেয়ে হাজারগুন দুর্বিষহ পরিবেশে টিকে আছে। এখনো তারা লড়ছে।",0
আল্লাহ! এই নাপাক জায়োদের জীবনকে কঠিন করে দিন। এদের গাযার চেয়ে নির্মম পরিনতি দিন।,0
পাজি মানুষদের মধ্যেও দু-একজন ভালো মানুষ থাকে।,0
এই সত্যটাকে আর কত কাল উলটো করে রাখবে? আজ একজন সাহস করে বলছে স্যালুট তাকে ভবিষ্যতে আরো অনেকে বলবে।,0
কতজনের মুখ আটকাবে? এক সময় সত্যটা সব ভাল মানুষের মুখে মুখে থাকবে তখন আর কিভাবে আটকাবে? কোথায় রাখবে এতো লজ্জা এত্তো পাপ?,0
সবাই ভাবে আমেরিকা ইসরাইলকে নিয়ন্ত্রণ করে কিন্তু আসল সত্যিটা হলো ইসরাইল আমেরিকাকে নিয়ন্ত্রণ করে।,0
আমেরিকার কোন গদিতে কে বসবে সেটা নির্ধারণ করে ইহুদীরা। তাই আমেরিকার নেতারা সব ইসরাইলপন্থি।,0
এবার উচিত সবাই ঐক্যবদ্ধ হয়ে ইসরাইল এবং ওয়াশিংটনকে চরম শিক্ষা দেয়া,0
ইজরায়ে*ল ধ্বংস হবে ইরানের হাতে হ্যা এটাই সত্য,0
আপনাকে শ্রদ্ধা।মুসলমান কখনও কাউকে ইচ্ছে করে আক্রমণ করতে পারে না।আক্রান্ত হলেই কেবল আক্রমণ করে।।,0
ওয়াশিংটন অনেকদিন পরে সত্যি কথা বলছি। ধন্যবাদ।,0
"ইসরায়েলকে অবশ্যই অন্য দেশের স্বাধীনতা, সার্বভৌমত্ব এবং সাধারণ মানুষের জানমালের প্রতি সম্মান ও দায়বদ্ধতা থাকা উচিত",0
তারা মধ্যেপ্রাচ্যে একের পর এক দেশে নজিরবিহীন ভাবে আন্তর্জাতিক সকল নিয়মনীতি উপেক্ষা করে হামলা চালাচ্ছে। এ-সব বন্ধ করতে হবে।,0
"আমেরিকা ইসরায়েলের পক্ষে মুখ ফিরিয়ে নিলে ও হামলা চলবে, যতোক্ষণ না পযন্ত ইসরায়েল মাটির সাথে মিশে যায়....!",0
কবে যেই খবরটা শুনতে পাবো ইরানের হামলায় ইসরাইলের প্রধানমন্ত্রী নিহত,0
এ যুদ্ধ গোটা বিশ্বের মুসলমানের হে আল্লাহ ইরানের প্রতি সহায় হও,0
ইজরায়েলের অবস্থা গাজার চেয়ে ভয়াবহ পরিস্থিতি হবে ইনশাআল্লাহ 🤲,0
ইজরায়েলের প্রতিটি শহরে গাজার প্রতিচ্ছবি ফুটে না তোলা পর্যন্ত কোনো যুদ্ধবিরতি হবে না। ইরান জিন্দাবাদ। 🇮🇷,0
আল্লাহ ইসরায়েল নামক দে-শ কে ধংস করে দেন আমিন।,0
রাত জেগে বসে থাকি শুধু এই নিউজগুলো শোনার জন্য।,0
"বাংলাদেশের মিডিয়া ভিউ ব্যবসার জন্য যতোই ইরানের পক্ষ নিয়ে আবেগী নিউজ করুক, বাস্তবতা কিন্তু ভিন্ন।",0
"ক্ষয়ক্ষতির হিসাব করলে, সেটা ইরানেরই বেশি হচ্ছে। গুরুত্বপূর্ণ ব্যক্তিদের এবং স্থাপনা হারিয়েছে ইরান।",0
"আগামী ২৪ ঘন্টায় এই লড়াই আরো কতটা ভয়াবহ হতে পারে, সেটা সময় বলে দিবে।",0
হি জ রা ই ল সবচেয়ে বড় এডভান্টেজ পাচ্ছে মধ্যপ্রাচ্য থেকে। আর ইরানের জন্য সবচেয়ে বড় বাধা মধ্যপ্রাচ্যের দেশগুলো। মানে মুসলিম নামধারী আরবরা।,0
মধ্যপ্রাচ্যের দেশগুলোর সাহায্যে ইরানের বেশিরভাগ মিসাইল ভূপাতিত করে ফেলছে আমেরিকান এয়ারবেস থেকে। আর এসব এয়ারবেসের সাহায্যে খুব কাছ থেকে ইরানকে টার্গেট করছে জা য়ো নিস্টরা।,0
ইরানের মধ্যে থাকা মোসাদ এজেন্টদের কথা আশাকরি নতুন করে বলতে হবে না। সবাই ভাবছে দূর থেকে ইরানি সেনাপ্রধান এবং পরমাণু বিজ্ঞানীদের টার্গেট করে হ*ত্যা করেছে হি জ রা ই ল। এটা সম্পূর্ণ ভুল।,0
ইরানে লুকিয়ে থাকা এজেন্টদের দিয়েই হ*ত্যাকান্ড ঘটানো হয়েছে। আর এরা ইরানি নাগরিক।,0
এবার কিছুটা হলেও বুঝতে পারছেন ইরান কতকিছুর সাথে লড়াই করতে হচ্ছে।,0
আশাকরি বাংলাদেশের মিডিয়ার ভিউ ব্যবসার ফাঁদে পড়ে আবেগ না দেখিয়ে বাস্তবতা বুঝতে পারবেন।,0
"ইরান এই লড়াই কতক্ষণ করতে পারবে জানিনা। তবে ইরানের জন্য দোয়া রইলো মন থেকে। ইরান যা করে দেখিয়েছে এখন অব্ধি, সেটা কেউই পারেনি।",0
ইরানে আক্রমণ করে ইসরাইল আন্তর্জাতিক আইন অমান্য করেছে! একটি স্বাধীন স্বার্বভৌম রাষ্ট্রের উপর রাতের অন্ধকারে সন্ত্রাসী হামলা করে সে দেশের সেনাপ্রধান ও পরমাণু বিজ্ঞানীদের হত্যা করেছে!,0
সবাই খামেনির জন্য মন খুলে দোয়া করুন যেনো সফল হতে পারে।। ফি আমানিল্লাহ। ইনশাআল্লাহ।,0
"জাতিসংঘে ইরানের স্থায়ী মিশন স্পষ্টভাবে প্রত্যাখ্যান করেছে মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্পের সেই মন্তব্য, যেখানে তিনি দাবি করেছিলেন যে ইরানিরা হোয়াইট হাউসে আলোচনার জন্য আসতে চেয়েছিল।",0
কোনো ইরানি কর্মকর্তা কখনও হোয়াইট হাউসের দরজায় মাথানত করে কথা বলার অনুরোধ করেনি। ট্রাম্পের এই মিথ্যার চেয়েও ঘৃণ্য হচ্ছে তার কাপুরুষোচিত হুমকি—ইরানের সর্বোচ্চ নেতাকে ‘অপসারণ’ করার হুমকি।,0
"ইরান কখনও চাপের মুখে সংলাপে বসে না, চাপের মুখে শান্তিও গ্রহণ করে না—আর সে শান্তি যদি হয় এমন এক যুদ্ধবাজের সঙ্গে, যিনি অতীতের গৌরব আঁকড়ে ধরে প্রাসঙ্গিক থাকার চেষ্টা করছেন",0
"ইরান যেকোনো হুমকির জবাবে পাল্টা হুমকি দেবে, এবং যেকোনো আগ্রাসনের জবাবে উপযুক্ত প্রতিশোধ নেবে।",0
দোঁয়া করা ছাড়া কিছু দিতে পারুম না এই মুহুর্তে ইরান কে🤲,0
"যখন ই'হু'দিদের ভয়ে মুসলিম দেশের শা'স'ক'রা চুপ হয়ে আছেন, তখনি এই ৮৬ বছর বয়সী আয়াতুল্লাহ আল খামেনি মাথা নত না করে একাই ল'ড়াই করে যাচ্ছেন ই'হু'দিদের বি'রু'দ্ধে.!",0
মহান আল্লাহ আপনার প্রতি সহায় হোক আমিন🤲। এই লড়াই একদিন হবে সমগ্র মুসলিমদের বিজয় ইনশাআল্লাহ ☝️🤲,0
সত্য বলেছেন আসল নেতা।বর্তমানে এ সত্যিকারের নেতা পওয়া টাও ভাগ্যোর ব্যাপার।আরবের বাকি নেতা গুলো হলো আমেরিকার গোলাম।,0
বর্ডার খুলে দেয়া হোক বাংলাদেশ থেকে হাজারো মুসলিম নৌবাহিনী সৈনিক ইরান যেতে চাই যুদ্ধ করতে ✊,0
"এখন যদি ইরান হেরে যায় হেরে যাবে পুরো মুসলিম জাতি,তাই এখন ইরানকে সর্বোচ্চ সহযোগিতা করার দরকার,",0
যদিও বাংলাদেশের শেই সমর্থ্য নেই কিন্তু দোয়া তো করতে পারব আল্লাহ তুমি ইরানকে বিজয় দান কর আমিন।,0
অনেক আলেম ওলামারা বলে যে শিয়াদের আকিদায় অনেক অসংগতি আছে। এরা নাকি মুসলিম নয়।,0
কিন্তু এদের ইমানী শক্তি এতো বেশী যে এরা দুনিয়ার কোনো শক্তির সামনে মাথা নত করেনি এবং করবেওনা।,0
সবাই খামেনির জন্য মন খুলে দোয়া করুন যেনো সফল হতে পারে।। ফি আমানিল্লাহ। ইনশাআল্লাহ।,0
"পৃথিবীতে একমাত্র অশান্তির সৃষ্টির কারণ তিন দেশ। ক, আমেরিকা খ, ইসরায়েল গ, ভারত",0
"ইরানের নয় বছর যুদ্ধ করার রেকর্ড আছে আশা করি আমেরিকা এটা ভালোই মনে রাখবে,",0
আল্লাহর রহমতে ইরানের জয় হবে। আমেরিকা যদি করে সে ধংস হয়ে যাবে। ইরান ইরাকের মতো ভুল করবেনা এবং কাউকে সুযোগ দিবেওনা।,0
আমেরিকা জীবনেও হামলা করবে না ইরানে কারণ আমেরিকা ভালো করে জানে এই যুদ্ধে আমেরিকা যদি হারে তাহলে তাদের অস্তিত্ব থাকবে না,0
"গোটা দুনিয়া মনে রাখবে, যাঁদেরকে শিয়া কাফের বলে ট্যাগ লাগানো হয়েছিলো, তাঁরাই ইহুদিদের সাথে একা লড়াই করে যাচ্ছে। আর, জান্নাতী মুসলিমরা ঘরে বসে বসে জান্নাতী হুরের অপেক্ষা করছে।",0
"অসভ্য সবগুলোই মিলে একসাথে হামলা করে শেষ করে দিবে মধ্যেপ্রাচ্য,বিশ্ব যুদ্ধ নিশ্চিত",0
আমার বিস্বাস আমেরিকা ইরানকে টাচ করলে এশিয়া থেকে চির বিদায় নিতে হবে ইনশাআল্লাহ।,0
"ইরান বুজে শুনেই যু'দ্ধ চালিয়ে যাওয়ার ঘোষনা দিয়েছেন,, প্রয়োজন নেই আরব মুনা'ফেকদের,যাদের হৃদয় ফিলিস্তিনের জন্য কাঁদেনি,তারা ইরানের হয়ে যু'দ্ধ করবে এটা হাস্যকর!",0
আমেরিকা সহজে লাগবে না মনে হচ্ছে। তারা একটা স্নায়ু যুদ্ধ শুরু করেছে। কিভাবে ইরানকে ভয় ভীতি দেখিয়ে আত্মসমর্পণ করানো যায়।,0
তটিনী কে যত দেখছি তত মুগ্ধ হচ্ছি।এ যাবৎ যত নায়কা আসছে তাদের সবাইকে ছাড়িয়ে যাবে।,0
বাংলা নাটকে সত্যিকারের একটা শিল্পী  পেয়ে গেছে।যাকে দেখলে কখনো বোরিং ফিল হয় না।মনে হয় শুধু চেয়ে থাকি।মন থেকে বলছি অনেক বড় মাপের একজন শিল্পী হবে ভবিষ্যতে।,0
"গল্পটা অসাধারণ। তটিনীর অভিনয় যত দেখছি ততই মুগ্ধ হচ্ছি,ডাবল পার্টে মানিয়ে নিয়ে অনেক সুন্দর অভিনয় করেছে। সবমিলিয়ে নাটকটা অনেক ভালো লাগছে।",0
"এই বছর জোভান ভাইয়ের প্রত্যেকটা নাটক অনেক ভালো হচ্ছে, শুভ কামনা রইলো জোভান ভাইয়ের জন্যে",0
এই ঈদে জোভান ভাই একাই কাঁপিয়ে দিচ্ছে। তার প্রত্যেকটি নাটকের গল্প ও অভিনয় অসাধারণ। 😊,0
এই দুইজন  আমার অনেক পছন্দের নায়ক নাইকা তাদের নাটক আমার অনেক ভালো লাগে আরো সুন্দর সুন্দর নাটক চাই........,0
তোমাদের গল্প এবং হৃদয়ের এক কোণে কে কে দেখেছেন আর এখন মন বদল দেখতে এসেছেন👋❤,0
নাটকের পাগল তো অনেকেই আছে দেখি আমার আল্লাহর পাগল কয় জন আছে......  হাত তোলেন 🖐️🖐️🖐️🖐️🖐️,0
জোভান ভাইয়ের এবং তটিনী নাটক মানে অসাধারণ।👍❤❤❤,0
তটিনী আপুর    ফিরে আসা   হৃদয়ের কথা  দুইটা নাটক সুপার চিল কি বলেন সবাই,0
জোভান ভাই এন্ড তটিনী আপু বরাবরের মতো খুবই ভালো লেগেছে তাদের জুটিগত অভিনয় ❤,0
এবার ঈদে তো তটিনী বেশ কিছু অভিনীত নাটক দেখলাম তার মধ্যে মন বদল হৃদয়ের কথা ফিরে আসা মন থেকে বলছি খুব ভালো লাগছে পরবর্তীতে যে সমস্ত প্রজেক্ট কাজ করবে আশা করি আরো ভালো কিছু দেবে,0
"জোভান-তোতিনির জুটি টা এককথায় অতুলনীয়! ওদের কেমিস্ট্রি, ওদের একসাথে থাকা—উফফ দেখতেই মন ভরে যায়। এমন একটা জুটি আর দ্বিতীয়টা হয় না, সত্যি বলছি!❤",0
এই নাটকটা দেখার জন্য আমি অনেকদিন ধরে অপেক্ষা করছি আমার খুব ভালো লেগেছে নাটকটা জুবান এবং তটিনী জুটিটা খুব সুন্দর,0
গত ঈদে তোমাদের গল্প নাটকটা যেমন ভালো লেগেছে এটাও খুব ভালো লেগেছে এই জুটিতে আরো কাজ চাই,0
নাটকটি এতো এতো ভালো লাগছে যে বোঝাতে পারবো না। ধন্যবাদ ডিরেক্টরকে এত সুন্দর নাটক উপহার দেওয়ার জন্য। পারফেক্ট জুটি।,0
ইয়াশ  আর তটিনী নাটক দেখার অপেক্ষায় থাকা মানুষগুলো কোথায় --মাই ফেবারিট জুটি 🤗,0
"ইয়াস রোহান মানেই রুচিসম্মত নাটক ,, 💞",0
"নাটকের শুটিং চলাকালীন ইয়াস রোহান ভাইয়ের সাথে দেখা হয়েছিল শ্রীমঙ্গলে😊, ভাইয়ের ব্যবহার খুববববব অমায়িক ❤",0
"আমি সাধারণত নাটকে কমেন্ট করি না শুধু নাটক দেখি,, কিন্তু আজকে কমেন্ট না করে থাকতে পারলাম না।",0
"নিজের ভালোবাসা পূর্ণতা পাক বা না পাক অন্যের ভালোবাসা পূর্ণতা দেখলে অনেক শান্তি লাগে, ভালো লাগে সেটা পর্দায় হোক বা সত্যিজীবনে❤❤",0
"ভারতে থেকেও বাংলাদেশের নাটক দেখতে অনেক পছন্দ করি,",0
"কারণ ভারতের স্টার জলসা সিরিয়াল, বাংলা ফিল্ম এর থেকে অনেক বেশি সুন্দর হয় বাংলাদেশের নাটক গুলি।",0
"বেস্ট জুটি,সাবলীল অভিনয়,মনে হয় পরিচালক যেমনটি চেয়েছিলেন তেমন অভিনয়ই ফুটিয়ে তুলেছে ইয়াশ রোহান এবং তানজীম সাইয়ারা তটিনী",0
এতো ন্যাচারাল এক্সপ্রেশন ...মুগ্ধ হয়ে যাওয়ার মতো। চালিয়ে যাও,0
বছরের শেষে নাটকটি এক কথায় অসাধারণ ছিল 😊অনেক দিন পর  মন ছোঁয়ে যাওয়ার মতো নাটক দেখলাম,0
অসম্ভব সুন্দর হৃদয় স্পর্শ করার মতো নাটক  ভাষায় প্রকাশ করার মতো নয় এক কথায় অসাধারণ ❤,0
"বর্তমান সমায়ের সেরা রোমান্টিক জুটি, ইয়াস রোহান &তটিনী, নাটক এক কথায় অসাধারণ ❤",0
এই নাটকে হয়ত ছেলেটা শেষ পর্যন্ত নিজের ভালোবাসার কথাটা পরিবারকে জানাতে পেরেছে,0
"তটিনী আপুর ইমোশনাল প্রপোজালটা খুব ভালো লেগেছে, একদম অসম্ভব সুন্দর একটা সিন ছিল,ভালোবাসা অবিরাম আপু ❤",0
"অসাধারণ হয়েছে নাটকটা অনেক অনেক ধন্যবাদ পরিচালককে এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য,",0
দ্বিতীয় পর্ব আসলে ভালো হবে ❤ শেষে মিল হয় নাই দেখে ভালো লাগলো না ❤,0
